Ticker
TAP
NVR
GOOG
MMM
SNN
DRI
BSBR
ACM
CCJ
PDD
NU
CRH
HCA
JPM/PL
SYY
TEF
CNA
PBR.A
LYV
AVTR
UTHR
MDT
WDAY
J
SREA
FLEX
COF/PJ
NTRS
DLR/PL
CEG
PCG
TD
GS/PA
F
ALC
OVV
BAC/PM
AMT
OKTA
CNHI
LSCC
BMO
FIS
DECK
PLD
SUI
ICE
PSA
BEKE
NIO
SWK
ROST
CHK
NWSA
BSY
WYNN
ALL/PJ
BAX
GS/PD
PTC
MELI
EBR
TMUS
WRB/PE
HBAN
MS/PK
CDAY
CMSA
FDX
GEHC
CSCO
REGCO
MOS
MANH
BAC/PS
BAC/PQ
BAC
BG
DUK/PA
YUMC
HUBB
BHP
TSM
BAC/PO
GLPI
ASML
SPG
MS/PO
REGN
MAS
TSLA
BBD
WFC/PL
BAC/PB
ULTA
PBA
NWS
LBRDK
HIG/PG
JPM/PJ
CNC
TRGP
IBN
JD
JKHY
LBRDA
RJF
IR
CFG
BAC/PP
ZBRA
UAL
PBR
RF
FNF
DB
GPC
NVS
EBR.B
RBA
AVGO
TRU
APO/PA
BGNE
FERG
STT
TTD
CRM
ZBH
AER
STM
VICI
BAC/PN
NXPI
TDG
JHX
ARM
MFC
NGG
BABA
AMGN
TME
BAC/PK
IHG
E
NVDA
SQ
VALE
RIO
TEAM
JPM/PM
FI
QSR
CCEP
CCI
CMCSA
ISRG
ZM
ARCC
LII
MGA
USB
BSX
MTB
CM
MS
META
NDAQ
PSA/PG
PSA/PJ
TAK
LW
MSCI
FITB
CDNS
BIDU
GRAB
ACGL
POOL
LCID
COF/PK
STT/PG
SNPS
WFC
INTU
NBIX
DIS
CG
WFC/PC
MNST
WFC/PZ
ENB
CARR
T/PC
COF
PSA/PI
ARES
BBY
ANSS
FWONK
EPAM
EQNR
MCO
AIG
ANET
IRM
BNS
PSA/PF
NTRSO
BAC/PL
PAG
CPNG
RNR/PF
CRBG
BML/PL
RS
SLF
VTR
ADBE
USB/PH
GS/PC
MS/PL
ENTG
HBANM
UBS
SYF/PA
FCNCP
AXP
REG
WFC/PD
MET/PF
COF/PI
COF/PN
CPRT
ADSK
MSFT
FLT
PINS
SNAP
UBER
AMD
DLR
NOW
APTV
H
BML/PH
HD
WPC
ALNY
WRB/PF
DASH
WFC/PA
PSA/PM
BEN
FICO
ORCL
PAA
ET
PRU
BLK
SPGI
GPN
MGM
RY
BILL
PFH
PFG
FCNCO
CBRE
PSA/PO
COF/PL
NMR
MET
OC
PSA/PP
PSA/PN
LEN.B
AMX
TROW
NTR
RF/PB
WDS
SYK
BKNG
LEN
AMP
DAL
LBRDP
SE
PSA/PH
WFC/PY
TBC
DLR/PK
WRB/PG
PSA/PS
GM
PSA/PK
PSA/PR
IX
DFS
LPLA
T/PA
HTHT
DUKB
HST
GS
MET/PE
URI
AIG/PA
DXCM
BAM
MT
HMC
APO
PSA/PQ
DT
EXPE
TM
KKR
HPE
KIM
LOW
ALL/PI
PRH
LLY
RF/PC
SBAC
REXR
MPC
XP
PODD
FSLR
FWONA
SOJC
SPOT
ALL/PH
WELL
GFS
TBB
DHI
AWK
U
VST
MRVL
DDOG
SCHW/PD
COIN
AMZN
IOT
TFC/PO
CRWD
WRB/PH
BX
MOH
RF/PE
SYF
PSTG
ARGX
ZS
DKNG
MBLY
KIM/PM
PSX
BNTX
DPZ
FCNCA
TOST
LULU
HBANP
APP
PHM
SHOP
TFC/PR
TECK
RNR/PG
USB/PP
ENPH
VRT
SCHW
PWR
VFS
USB/PS
MDB
XPEV
PRS
SOJD
DTW
TCOM
TEVA
SOJE
ON
USB/PQ
RKT
USB/PR
F/PD
VLO
CFG/PE
ACGLO
NET
NVO
Z
ACGLN
TFC/PI
F/PC
DTG
RCL
LEGN
HUBS
BIO.B
ZG
F/PB
CMS/PC
BLDR
PLTR
BIP/PB
RIVN
ABNB
BIP/PA
VTRS
SMCI
CUK
CCL
CELH
KIM/PL
DTB
MKC
MKC.V
